year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,5,26,1023,929,54,1236,1208,28,UA,448,N581UA,EWR,LAS,297,2227,9,29,2013-05-26T13:00:00Z
2013,5,26,1039,1043,-4,1224,1224,0,EV,5273,N600QX,LGA,PIT,55,335,10,43,2013-05-26T14:00:00Z
2013,5,26,1258,1300,-2,1433,1435,-2,MQ,4404,N840MQ,JFK,RDU,75,427,13,0,2013-05-26T17:00:00Z
2013,5,26,1433,1440,-7,1630,1642,-12,DL,1819,N359NW,LGA,MSP,157,1020,14,40,2013-05-26T18:00:00Z
2013,5,26,1448,1455,-7,1729,1801,-32,B6,377,N708JB,LGA,FLL,142,1076,14,55,2013-05-26T18:00:00Z
2013,5,26,1455,1500,-5,1717,1800,-43,AA,883,N529AA,EWR,DFW,182,1372,15,0,2013-05-26T19:00:00Z
2013,5,26,1539,1545,-6,1839,1856,-17,DL,141,N364NW,JFK,FLL,147,1069,15,45,2013-05-26T19:00:00Z
2013,5,26,1619,1629,-10,1901,1927,-26,B6,985,N612JB,LGA,TPA,134,1010,16,29,2013-05-26T20:00:00Z
2013,5,26,1653,1700,-7,1828,1832,-4,B6,618,N229JB,JFK,PWM,55,273,17,0,2013-05-26T21:00:00Z
2013,5,26,1722,1723,-1,1953,2013,-20,UA,1712,N77431,EWR,IAH,186,1400,17,23,2013-05-26T21:00:00Z
2013,5,26,1850,1855,-5,2043,2050,-7,MQ,4649,N513MQ,LGA,MSP,155,1020,18,55,2013-05-26T22:00:00Z
2013,5,26,1938,1925,13,2326,2254,32,DL,6,N649DL,JFK,SLC,273,1990,19,25,2013-05-26T23:00:00Z
2013,5,26,2101,2105,-4,2246,2305,-19,MQ,4573,N722MQ,LGA,DTW,83,502,21,5,2013-05-27T01:00:00Z
2013,5,27,754,805,-11,1030,1100,-30,DL,2395,N349NW,LGA,PBI,143,1035,8,5,2013-05-27T12:00:00Z
2013,5,27,823,830,-7,955,1021,-26,EV,4250,N17185,EWR,CMH,74,463,8,30,2013-05-27T12:00:00Z
2013,5,27,841,815,26,1051,1038,13,FL,346,N996AT,LGA,ATL,106,762,8,15,2013-05-27T12:00:00Z
2013,5,27,850,900,-10,1131,1204,-33,B6,507,N504JB,EWR,FLL,141,1065,9,0,2013-05-27T13:00:00Z
2013,5,27,952,1000,-8,1054,1118,-24,EV,4187,N12921,EWR,BNA,104,748,10,0,2013-05-27T14:00:00Z
2013,5,27,1136,1140,-4,1436,1455,-19,AA,2099,N3GFAA,LGA,MIA,154,1096,11,40,2013-05-27T15:00:00Z
2013,5,27,1149,1159,-10,1400,1427,-27,EV,4679,N11536,EWR,JAX,116,820,11,59,2013-05-27T15:00:00Z
2013,5,27,1214,1219,-5,1437,1446,-9,UA,1635,N77520,EWR,PHX,308,2133,12,19,2013-05-27T16:00:00Z
2013,5,27,1240,1248,-8,1456,1511,-15,EV,4141,N18557,EWR,ATL,107,746,12,48,2013-05-27T16:00:00Z
2013,5,27,1244,1245,-1,1517,1543,-26,B6,505,N659JB,EWR,FLL,138,1065,12,45,2013-05-27T16:00:00Z
2013,5,27,1247,1250,-3,1511,1540,-29,AA,745,N3ATAA,LGA,DFW,184,1389,12,50,2013-05-27T16:00:00Z
2013,5,27,1250,1259,-9,1429,1457,-28,US,1459,N152UW,LGA,CLT,76,544,12,59,2013-05-27T16:00:00Z
2013,5,27,1258,1300,-2,1429,1431,-2,UA,1455,N21108,EWR,ORD,113,719,13,0,2013-05-27T17:00:00Z
2013,5,27,1438,1447,-9,1641,1642,-1,EV,4381,N13566,EWR,DTW,95,488,14,47,2013-05-27T18:00:00Z
2013,5,27,1448,1455,-7,1610,1638,-28,9E,3318,N908XJ,JFK,BUF,54,301,14,55,2013-05-27T18:00:00Z
2013,5,27,1545,1540,5,1704,1648,16,US,1607,N948UW,LGA,PHL,39,96,15,40,2013-05-27T19:00:00Z
2013,5,27,1545,1545,0,1847,1910,-23,AA,133,N336AA,JFK,LAX,331,2475,15,45,2013-05-27T19:00:00Z
2013,5,27,1547,1550,-3,1856,1907,-11,DL,1982,N354NW,LGA,MIA,155,1096,15,50,2013-05-27T19:00:00Z
2013,5,27,1557,1600,-3,1713,1720,-7,AA,854,N3ADAA,JFK,BOS,41,187,16,0,2013-05-27T20:00:00Z
2013,5,27,1558,1600,-2,1909,1915,-6,DL,1461,N624AG,JFK,LAX,326,2475,16,0,2013-05-27T20:00:00Z
2013,5,27,1607,1610,-3,1745,1807,-22,9E,3400,N909XJ,JFK,MKE,117,745,16,10,2013-05-27T20:00:00Z
2013,5,27,1622,1629,-7,1858,1939,-41,AA,565,N3FLAA,JFK,DFW,180,1391,16,29,2013-05-27T20:00:00Z
2013,5,27,1700,1700,0,2013,2035,-22,B6,91,N606JB,JFK,OAK,346,2576,17,0,2013-05-27T21:00:00Z
2013,5,27,1721,1655,26,2023,2005,18,VX,413,N623VA,JFK,LAX,333,2475,16,55,2013-05-27T20:00:00Z
2013,5,27,1820,1825,-5,1929,2005,-36,WN,1067,N208WN,LGA,BNA,109,764,18,25,2013-05-27T22:00:00Z
2013,5,27,1850,1859,-9,2113,2122,-9,FL,645,N937AT,LGA,ATL,105,762,18,59,2013-05-27T22:00:00Z
2013,5,27,1856,1836,20,2033,2015,18,B6,130,N266JB,JFK,BUF,58,301,18,36,2013-05-27T22:00:00Z
2013,5,27,2050,2100,-10,2146,2212,-26,US,2191,N750UW,LGA,DCA,37,214,21,0,2013-05-28T01:00:00Z
2013,5,27,2050,2059,-9,2153,2218,-25,EV,4695,N12900,EWR,MHT,39,209,20,59,2013-05-28T00:00:00Z
2013,5,27,2057,2100,-3,2315,2327,-12,DL,1247,N323US,LGA,ATL,104,762,21,0,2013-05-28T01:00:00Z
2013,5,27,2121,2130,-9,2,22,-20,B6,29,N637JB,JFK,TPA,132,1005,21,30,2013-05-28T01:00:00Z
2013,5,28,555,600,-5,819,835,-16,B6,517,N768JB,EWR,MCO,122,937,6,0,2013-05-28T10:00:00Z
2013,5,28,556,600,-4,736,756,-20,EV,5068,N695CA,EWR,DTW,84,488,6,0,2013-05-28T10:00:00Z
2013,5,28,559,600,-1,852,914,-22,UA,1209,N33289,EWR,LAX,323,2454,6,0,2013-05-28T10:00:00Z
2013,5,28,608,610,-2,743,745,-2,AA,301,N4YMAA,LGA,ORD,116,733,6,10,2013-05-28T10:00:00Z
2013,5,28,710,714,-4,811,830,-19,UA,212,N411UA,EWR,BOS,37,200,7,14,2013-05-28T11:00:00Z
2013,5,28,723,725,-2,1006,1015,-9,AS,21,N553AS,EWR,SEA,316,2402,7,25,2013-05-28T11:00:00Z
2013,5,28,754,800,-6,930,945,-15,9E,3611,N8855A,JFK,PIT,68,340,8,0,2013-05-28T12:00:00Z
2013,5,28,755,739,16,844,841,3,EV,3825,N15912,EWR,BDL,23,116,7,39,2013-05-28T11:00:00Z
2013,5,28,805,810,-5,1027,1027,0,9E,3538,N927XJ,JFK,MSP,170,1029,8,10,2013-05-28T12:00:00Z
2013,5,28,822,830,-8,923,944,-21,B6,1818,N659JB,JFK,BOS,35,187,8,30,2013-05-28T12:00:00Z
2013,5,28,845,850,-5,1008,1025,-17,MQ,4406,N827MQ,JFK,RDU,65,427,8,50,2013-05-28T12:00:00Z
2013,5,28,847,847,0,1128,1135,-7,UA,1025,N27724,LGA,IAH,185,1416,8,47,2013-05-28T12:00:00Z
2013,5,28,854,847,7,1148,1158,-10,UA,1401,N38268,EWR,MIA,151,1085,8,47,2013-05-28T12:00:00Z
2013,5,28,909,900,9,1035,1033,2,UA,1058,N37293,EWR,ORD,113,719,9,0,2013-05-28T13:00:00Z
2013,5,28,918,918,0,1158,1204,-6,B6,183,N559JB,JFK,MCO,126,944,9,18,2013-05-28T13:00:00Z
2013,5,28,1123,1129,-6,1217,1235,-18,B6,1174,N178JB,EWR,BOS,38,200,11,29,2013-05-28T15:00:00Z
2013,5,28,1322,1300,22,1422,1420,2,WN,2152,N219WN,EWR,BNA,101,748,13,0,2013-05-28T17:00:00Z
2013,5,28,1352,1358,-6,1653,1715,-22,DL,1331,N332NW,LGA,MIA,145,1096,13,58,2013-05-28T17:00:00Z
2013,5,28,1412,1415,-3,1548,1555,-7,AA,337,N4XKAA,LGA,ORD,120,733,14,15,2013-05-28T18:00:00Z
2013,5,28,1437,1440,-3,1633,1642,-9,US,1505,N167US,LGA,CLT,83,544,14,40,2013-05-28T18:00:00Z
2013,5,28,1440,1433,7,1633,1629,4,EV,4206,N12145,EWR,CHS,89,628,14,33,2013-05-28T18:00:00Z
2013,5,28,1449,1455,-6,1729,1753,-24,UA,770,N416UA,LGA,IAH,189,1416,14,55,2013-05-28T18:00:00Z
2013,5,28,1512,1515,-3,1747,1806,-19,DL,2181,N938DL,LGA,MCO,128,950,15,15,2013-05-28T19:00:00Z
2013,5,28,1600,1600,0,1734,1720,14,AA,854,N3HBAA,JFK,BOS,37,187,16,0,2013-05-28T20:00:00Z
2013,5,28,1644,1629,15,1938,1939,-1,AA,565,N3DBAA,JFK,DFW,180,1391,16,29,2013-05-28T20:00:00Z
2013,5,28,1703,1555,68,1935,1815,80,WN,3952,N277WN,EWR,DEN,251,1605,15,55,2013-05-28T19:00:00Z
2013,5,28,1719,1550,89,1830,1708,82,EV,3827,N12967,EWR,BNA,106,748,15,50,2013-05-28T19:00:00Z
2013,5,28,1723,1650,33,1935,1901,34,9E,4120,N8923A,JFK,CLE,77,425,16,50,2013-05-28T20:00:00Z
2013,5,28,1731,1730,1,2041,2039,2,B6,83,N796JB,JFK,SEA,316,2422,17,30,2013-05-28T21:00:00Z
2013,5,28,1951,1955,-4,2125,2139,-14,EV,4106,N14972,LGA,CLE,68,419,19,55,2013-05-28T23:00:00Z
2013,5,28,1955,2000,-5,2100,2112,-12,US,2142,N965UW,LGA,BOS,38,184,20,0,2013-05-29T00:00:00Z
2013,5,28,2001,1929,32,2337,2310,27,UA,1134,N36280,EWR,SFO,351,2565,19,29,2013-05-28T23:00:00Z
2013,5,28,2009,1803,126,2201,1947,134,UA,308,N432UA,EWR,ORD,101,719,18,3,2013-05-28T22:00:00Z
2013,5,28,2146,2130,16,18,22,-4,B6,29,N524JB,JFK,TPA,134,1005,21,30,2013-05-29T01:00:00Z
2013,5,29,553,600,-7,652,700,-8,US,2114,N730US,LGA,BOS,42,184,6,0,2013-05-29T10:00:00Z
2013,5,29,555,600,-5,833,835,-2,B6,517,N729JB,EWR,MCO,125,937,6,0,2013-05-29T10:00:00Z
2013,5,29,556,600,-4,709,711,-2,EV,5716,N834AS,JFK,IAD,47,228,6,0,2013-05-29T10:00:00Z
2013,5,29,652,700,-8,803,806,-3,US,2116,N951UW,LGA,BOS,49,184,7,0,2013-05-29T11:00:00Z
2013,5,29,653,700,-7,805,807,-2,US,2163,N752US,LGA,DCA,43,214,7,0,2013-05-29T11:00:00Z
2013,5,29,709,710,-1,1005,1029,-24,UA,571,N438UA,EWR,SNA,323,2434,7,10,2013-05-29T11:00:00Z
2013,5,29,755,800,-5,1053,1105,-12,B6,25,N527JB,JFK,FLL,155,1069,8,0,2013-05-29T12:00:00Z
2013,5,29,802,800,2,1005,1029,-24,UA,1159,N12225,LGA,DEN,217,1620,8,0,2013-05-29T12:00:00Z
2013,5,29,853,900,-7,1135,1128,7,EV,4388,N16981,EWR,JAX,110,820,9,0,2013-05-29T13:00:00Z
2013,5,29,946,958,-12,1248,1309,-21,B6,375,N571JB,LGA,FLL,151,1076,9,58,2013-05-29T13:00:00Z
2013,5,29,959,1004,-5,1158,1215,-17,DL,2319,N347NW,LGA,MSP,145,1020,10,4,2013-05-29T14:00:00Z
2013,5,29,1230,1235,-5,1521,1540,-19,DL,1375,N3761R,JFK,SLC,266,1990,12,35,2013-05-29T16:00:00Z
2013,5,29,1359,1359,0,1548,1554,-6,MQ,4577,N506MQ,LGA,CLT,78,544,13,59,2013-05-29T17:00:00Z
2013,5,29,1523,1446,37,1700,1623,37,EV,4085,N15912,EWR,RDU,62,416,14,46,2013-05-29T18:00:00Z
2013,5,29,1559,1559,0,1722,1745,-23,B6,6,N317JB,JFK,BUF,58,301,15,59,2013-05-29T19:00:00Z
2013,5,29,1607,1600,7,1808,1833,-25,9E,3315,N905XJ,JFK,MSP,156,1029,16,0,2013-05-29T20:00:00Z
2013,5,29,1707,1639,28,1947,1930,17,B6,547,N661JB,EWR,PBI,136,1023,16,39,2013-05-29T20:00:00Z
2013,5,29,1731,1735,-4,2045,2105,-20,AA,543,N5FNAA,JFK,MIA,157,1089,17,35,2013-05-29T21:00:00Z
2013,5,29,1844,1850,-6,2050,2035,15,AA,359,N583AA,LGA,ORD,119,733,18,50,2013-05-29T22:00:00Z
2013,5,29,1912,1900,12,2037,2037,0,UA,1023,N73251,LGA,ORD,112,733,19,0,2013-05-29T23:00:00Z
2013,5,29,1931,1930,1,2131,2130,1,EV,4543,N34111,EWR,DSM,143,1017,19,30,2013-05-29T23:00:00Z
2013,5,29,2101,2030,31,2257,2227,30,EV,4247,N13956,EWR,DTW,80,488,20,30,2013-05-30T00:00:00Z
2013,5,29,2102,2110,-8,2246,2245,1,B6,10,N197JB,JFK,BUF,58,301,21,10,2013-05-30T01:00:00Z
2013,5,29,2144,2148,-4,26,100,-34,UA,1424,N75428,EWR,PBI,131,1023,21,48,2013-05-30T01:00:00Z
2013,5,29,2254,2255,-1,9,4,5,B6,1018,N639JB,JFK,BOS,42,187,22,55,2013-05-30T02:00:00Z
2013,5,30,534,545,-11,810,827,-17,UA,241,N461UA,LGA,IAH,194,1416,5,45,2013-05-30T09:00:00Z
2013,5,30,602,600,2,901,916,-15,UA,1175,N14102,JFK,LAX,327,2475,6,0,2013-05-30T10:00:00Z
2013,5,30,626,630,-4,758,803,-5,EV,3809,N15980,EWR,RDU,62,416,6,30,2013-05-30T10:00:00Z
2013,5,30,653,700,-7,1009,1010,-1,AA,2279,N3CJAA,LGA,MIA,146,1096,7,0,2013-05-30T11:00:00Z
2013,5,30,653,700,-7,946,1007,-21,DL,2003,N938DL,LGA,MIA,148,1096,7,0,2013-05-30T11:00:00Z
2013,5,30,829,833,-4,1124,1139,-15,B6,181,N796JB,JFK,SAN,323,2446,8,33,2013-05-30T12:00:00Z
2013,5,30,1004,1003,1,1123,1134,-11,FL,353,N991AT,LGA,CAK,56,397,10,3,2013-05-30T14:00:00Z
2013,5,30,1049,1055,-6,1330,1403,-33,DL,1275,N399DA,JFK,SLC,257,1990,10,55,2013-05-30T14:00:00Z
2013,5,30,1055,1100,-5,1158,1213,-15,US,2171,N753US,LGA,DCA,40,214,11,0,2013-05-30T15:00:00Z
2013,5,30,1108,1114,-6,1324,1349,-25,B6,523,N504JB,EWR,MCO,120,937,11,14,2013-05-30T15:00:00Z
2013,5,30,1146,1151,-5,1352,1414,-22,FL,347,N717JL,LGA,ATL,103,762,11,51,2013-05-30T15:00:00Z
2013,5,30,1218,1228,-10,1335,1347,-12,B6,66,N298JB,JFK,BUF,55,301,12,28,2013-05-30T16:00:00Z
2013,5,30,1237,1240,-3,1415,1432,-17,DL,1689,N343NW,EWR,DTW,78,488,12,40,2013-05-30T16:00:00Z
2013,5,30,1451,1455,-4,1741,1820,-39,AA,1769,N366AA,JFK,MIA,144,1089,14,55,2013-05-30T18:00:00Z
2013,5,30,1457,1435,22,1729,1735,-6,UA,1534,N78448,EWR,MIA,135,1085,14,35,2013-05-30T18:00:00Z
2013,5,30,1459,1446,13,1622,1623,-1,EV,4085,N13968,EWR,RDU,62,416,14,46,2013-05-30T18:00:00Z
2013,5,30,1604,1530,34,1703,1635,28,EV,4133,N23139,EWR,PVD,33,160,15,30,2013-05-30T19:00:00Z
2013,5,30,1653,1700,-7,1812,1815,-3,US,2136,N963UW,LGA,BOS,42,184,17,0,2013-05-30T21:00:00Z
2013,5,30,1701,1500,121,1937,1638,179,UA,741,N467UA,LGA,ORD,109,733,15,0,2013-05-30T19:00:00Z
2013,5,30,1701,1700,1,2054,2025,29,AA,181,N328AA,JFK,LAX,351,2475,17,0,2013-05-30T21:00:00Z
2013,5,30,1713,1715,-2,2028,2012,16,DL,503,N390DA,JFK,SAN,334,2446,17,15,2013-05-30T21:00:00Z
2013,5,30,1726,1725,1,2054,2040,14,AA,145,N3JCAA,JFK,SAN,346,2446,17,25,2013-05-30T21:00:00Z
2013,5,30,1749,1739,10,2025,2002,23,FL,722,N316AT,LGA,ATL,112,762,17,39,2013-05-30T21:00:00Z
2013,5,30,1853,1855,-2,2215,2205,10,VX,169,N526VA,EWR,LAX,350,2454,18,55,2013-05-30T22:00:00Z
2013,5,30,1900,1900,0,2146,2159,-13,DL,2159,N3733Z,JFK,MCO,120,944,19,0,2013-05-30T23:00:00Z
2013,5,30,2019,1805,134,2142,1954,108,UA,1053,N17245,EWR,CLE,57,404,18,5,2013-05-30T22:00:00Z
2013,5,30,NA,920,NA,NA,1225,NA,AA,1739,N4XLAA,EWR,DFW,NA,1372,9,20,2013-05-30T13:00:00Z
2013,5,31,634,625,9,859,925,-26,WN,1794,N948WN,EWR,HOU,183,1411,6,25,2013-05-31T10:00:00Z
2013,5,31,749,800,-11,1047,1106,-19,B6,553,N562JB,EWR,RSW,148,1068,8,0,2013-05-31T12:00:00Z
2013,5,31,756,800,-4,1036,1025,11,UA,561,N520UA,LGA,DEN,258,1620,8,0,2013-05-31T12:00:00Z
2013,5,31,809,810,-1,1043,1049,-6,DL,1429,N6712B,JFK,LAS,297,2248,8,10,2013-05-31T12:00:00Z
2013,5,31,823,800,23,1003,945,18,9E,3611,N841AY,JFK,PIT,67,340,8,0,2013-05-31T12:00:00Z
2013,5,31,829,833,-4,1129,1139,-10,B6,181,N613JB,JFK,SAN,342,2446,8,33,2013-05-31T12:00:00Z
2013,5,31,836,839,-3,1057,1143,-46,B6,175,N746JB,JFK,SEA,302,2422,8,39,2013-05-31T12:00:00Z
2013,5,31,918,925,-7,1056,1110,-14,AA,1855,N4WNAA,LGA,STL,130,888,9,25,2013-05-31T13:00:00Z
2013,5,31,1040,944,56,1203,1128,35,EV,4711,N13968,EWR,STL,128,872,9,44,2013-05-31T13:00:00Z
2013,5,31,1047,1050,-3,1158,1209,-11,B6,4,N316JB,JFK,BUF,54,301,10,50,2013-05-31T14:00:00Z
2013,5,31,1151,1129,22,1355,1405,-10,UA,1605,N37464,EWR,LAS,288,2227,11,29,2013-05-31T15:00:00Z
2013,5,31,1307,1259,8,1524,1530,-6,DL,781,N913DE,LGA,ATL,107,762,12,59,2013-05-31T16:00:00Z
2013,5,31,1313,1308,5,1426,1413,13,EV,4129,N12563,EWR,DCA,39,199,13,8,2013-05-31T17:00:00Z
2013,5,31,1335,1318,17,1621,1619,2,UA,1079,N29124,EWR,LAX,323,2454,13,18,2013-05-31T17:00:00Z
2013,5,31,1454,1459,-5,1718,1732,-14,DL,2347,N664DN,LGA,ATL,103,762,14,59,2013-05-31T18:00:00Z
2013,5,31,1535,1540,-5,1736,1741,-5,US,1899,N737US,LGA,CLT,84,544,15,40,2013-05-31T19:00:00Z
2013,5,31,1540,1545,-5,1741,1802,-21,DL,1942,N338NB,EWR,ATL,98,746,15,45,2013-05-31T19:00:00Z
2013,5,31,1545,1550,-5,1650,1708,-18,EV,3827,N16911,EWR,BNA,105,748,15,50,2013-05-31T19:00:00Z
2013,5,31,1554,1556,-2,1816,1852,-36,UA,1593,N75410,EWR,MCO,124,937,15,56,2013-05-31T19:00:00Z
2013,5,31,1656,1700,-4,1914,1939,-25,DL,1499,N667DN,LGA,ATL,103,762,17,0,2013-05-31T21:00:00Z
2013,5,31,1700,1700,0,1857,1911,-14,B6,1085,N247JB,JFK,CLT,74,541,17,0,2013-05-31T21:00:00Z
2013,5,31,1717,1700,17,1852,1835,17,MQ,4255,N620MQ,JFK,BNA,105,765,17,0,2013-05-31T21:00:00Z
2013,5,31,1732,1729,3,2015,2110,-55,UA,1178,N73406,EWR,SFO,313,2565,17,29,2013-05-31T21:00:00Z
2013,5,31,1756,1745,11,2005,2021,-16,DL,884,N371NW,LGA,DEN,211,1620,17,45,2013-05-31T21:00:00Z
2013,5,31,2040,2031,9,2348,2348,0,B6,1069,N663JB,JFK,AUS,210,1521,20,31,2013-06-01T00:00:00Z
2013,5,31,2313,2245,28,19,1,18,B6,30,N247JB,JFK,ROC,47,264,22,45,2013-06-01T02:00:00Z
2013,6,1,557,600,-3,657,715,-18,WN,2213,N959WN,EWR,MDW,101,711,6,0,2013-06-01T10:00:00Z
2013,6,1,654,655,-1,805,820,-15,UA,709,N434UA,LGA,ORD,109,733,6,55,2013-06-01T10:00:00Z
2013,6,1,806,815,-9,955,1008,-13,US,821,N188US,EWR,CLT,75,529,8,15,2013-06-01T12:00:00Z
2013,6,1,833,700,93,1119,1006,73,DL,2003,N938DL,LGA,MIA,139,1096,7,0,2013-06-01T11:00:00Z
2013,6,1,916,925,-9,1154,1235,-41,AA,1097,N482AA,LGA,DFW,192,1389,9,25,2013-06-01T13:00:00Z
2013,6,1,1153,1200,-7,1255,1309,-14,US,2126,N949UW,LGA,BOS,39,184,12,0,2013-06-01T16:00:00Z
2013,6,1,1255,1228,27,1418,1347,31,B6,66,N203JB,JFK,BUF,56,301,12,28,2013-06-01T16:00:00Z
2013,6,1,1347,1345,2,1514,1515,-1,WN,1328,N764SW,LGA,MKE,106,738,13,45,2013-06-01T17:00:00Z
2013,6,1,1406,1415,-9,1514,1535,-21,EV,5712,N832AS,JFK,IAD,42,228,14,15,2013-06-01T18:00:00Z
2013,6,1,1423,1430,-7,1756,1845,-49,AA,1635,N5EUAA,JFK,SJU,195,1598,14,30,2013-06-01T18:00:00Z
2013,6,1,1424,1429,-5,1708,1735,-27,DL,1779,N324US,LGA,FLL,141,1076,14,29,2013-06-01T18:00:00Z
2013,6,1,1501,1455,6,1611,1629,-18,9E,3393,N912XJ,JFK,DCA,45,213,14,55,2013-06-01T18:00:00Z
2013,6,1,1521,1520,1,1747,1759,-12,UA,809,N830UA,EWR,IAH,184,1400,15,20,2013-06-01T19:00:00Z
2013,6,1,1557,1545,12,1750,1745,5,MQ,4146,N698MQ,JFK,CMH,71,483,15,45,2013-06-01T19:00:00Z
2013,6,1,1632,1635,-3,1824,1835,-11,EV,4997,N135EV,EWR,DTW,93,488,16,35,2013-06-01T20:00:00Z
2013,6,1,1656,1700,-4,1938,1955,-17,AA,257,N3GEAA,JFK,LAS,294,2248,17,0,2013-06-01T21:00:00Z
2013,6,1,1753,1755,-2,1912,1930,-18,MQ,4601,N510MQ,LGA,RDU,65,431,17,55,2013-06-01T21:00:00Z
2013,6,1,1850,1855,-5,2144,2146,-2,B6,195,N712JB,JFK,LAS,287,2248,18,55,2013-06-01T22:00:00Z
2013,6,1,1932,1940,-8,2216,2239,-23,DL,1435,N919DL,LGA,TPA,145,1010,19,40,2013-06-01T23:00:00Z
2013,6,1,1954,1955,-1,2116,2110,6,AA,1762,N3EMAA,JFK,BOS,41,187,19,55,2013-06-01T23:00:00Z
2013,6,1,2021,2024,-3,2253,2336,-43,UA,1448,N87527,EWR,FLL,135,1065,20,24,2013-06-02T00:00:00Z
2013,6,2,44,2359,45,420,350,30,B6,739,N644JB,JFK,PSE,196,1617,23,59,2013-06-03T03:00:00Z
2013,6,2,609,600,9,858,931,-33,UA,1668,N78438,EWR,SFO,331,2565,6,0,2013-06-02T10:00:00Z
2013,6,2,641,645,-4,822,834,-12,US,1173,N453UW,EWR,CLT,76,529,6,45,2013-06-02T10:00:00Z
2013,6,2,658,705,-7,936,1011,-35,DL,1879,N339NW,LGA,FLL,138,1076,7,5,2013-06-02T11:00:00Z
2013,6,2,735,740,-5,1046,1040,6,AA,715,N4YPAA,LGA,DFW,204,1389,7,40,2013-06-02T11:00:00Z
2013,6,2,748,755,-7,939,950,-11,US,1733,N537UW,LGA,CLT,79,544,7,55,2013-06-02T11:00:00Z
2013,6,2,753,800,-7,1040,1105,-25,B6,25,N558JB,JFK,FLL,140,1069,8,0,2013-06-02T12:00:00Z
2013,6,2,815,820,-5,1056,1116,-20,DL,1167,N309DE,JFK,TPA,134,1005,8,20,2013-06-02T12:00:00Z
2013,6,2,819,822,-3,1103,1149,-46,UA,557,N569UA,EWR,SFO,326,2565,8,22,2013-06-02T12:00:00Z
2013,6,2,852,855,-3,1125,1120,5,MQ,4619,N515MQ,LGA,ATL,109,762,8,55,2013-06-02T12:00:00Z
2013,6,2,928,935,-7,1148,1151,-3,9E,3826,N8412F,LGA,AVL,92,599,9,35,2013-06-02T13:00:00Z
2013,6,2,1014,1020,-6,1150,1204,-14,US,1055,N419US,EWR,CLT,80,529,10,20,2013-06-02T14:00:00Z
2013,6,2,1059,1059,0,1338,1329,9,DL,1647,N675DL,LGA,ATL,106,762,10,59,2013-06-02T14:00:00Z
2013,6,2,1149,1155,-6,1304,1310,-6,MQ,4425,N817MQ,JFK,DCA,52,213,11,55,2013-06-02T15:00:00Z
2013,6,2,1152,1159,-7,1447,1459,-12,DL,1174,N911DL,LGA,PBI,132,1035,11,59,2013-06-02T15:00:00Z
2013,6,2,1258,1300,-2,1430,1435,-5,MQ,4404,N815MQ,JFK,RDU,70,427,13,0,2013-06-02T17:00:00Z
2013,6,2,1338,1345,-7,1512,1520,-8,MQ,4605,N505MQ,LGA,RDU,65,431,13,45,2013-06-02T17:00:00Z
2013,6,2,1339,1325,14,1518,1432,46,UA,1644,N26123,EWR,BOS,41,200,13,25,2013-06-02T17:00:00Z
2013,6,2,1358,1400,-2,1514,1512,2,US,2177,N748UW,LGA,DCA,45,214,14,0,2013-06-02T18:00:00Z
2013,6,2,1506,1459,7,1620,1635,-15,9E,3393,N602LR,JFK,DCA,47,213,14,59,2013-06-02T18:00:00Z
2013,6,2,1553,1445,68,1728,1617,71,UA,354,N469UA,EWR,CLE,63,404,14,45,2013-06-02T18:00:00Z
2013,6,2,1722,1725,-3,2043,2020,23,AA,1901,N3GDAA,JFK,IAH,201,1417,17,25,2013-06-02T21:00:00Z
2013,6,2,1736,1700,36,2146,2102,44,B6,703,N603JB,JFK,SJU,193,1598,17,0,2013-06-02T21:00:00Z
2013,6,2,1744,1710,34,2033,1934,59,DL,2042,N381DN,EWR,ATL,116,746,17,10,2013-06-02T21:00:00Z
2013,6,2,1801,1530,151,1949,1710,159,EV,4596,N15983,EWR,STL,134,872,15,30,2013-06-02T19:00:00Z
2013,6,2,1907,1659,128,2128,1900,148,EV,4517,N12172,EWR,MSP,149,1008,16,59,2013-06-02T20:00:00Z
2013,6,2,1914,1915,-1,2154,2154,0,DL,245,N378DA,JFK,PHX,297,2153,19,15,2013-06-02T23:00:00Z
2013,6,2,1914,1555,199,2042,1740,182,WN,493,N787SA,LGA,STL,129,888,15,55,2013-06-02T19:00:00Z
2013,6,2,1949,1949,0,2239,2323,-44,UA,1625,N76505,EWR,LAX,316,2454,19,49,2013-06-02T23:00:00Z
2013,6,2,1959,1940,19,2209,2130,39,MQ,4423,N844MQ,JFK,RDU,69,427,19,40,2013-06-02T23:00:00Z
2013,6,2,2007,1810,117,2256,2114,102,DL,2370,N388DA,LGA,PBI,143,1035,18,10,2013-06-02T22:00:00Z
2013,6,2,2010,1935,35,2301,2240,21,UA,1587,N24706,EWR,RSW,153,1068,19,35,2013-06-02T23:00:00Z
2013,6,2,2035,2028,7,2326,2347,-21,UA,1680,N34455,EWR,MIA,143,1085,20,28,2013-06-03T00:00:00Z
2013,6,2,2145,1820,205,23,2133,170,AS,7,N408AS,EWR,SEA,324,2402,18,20,2013-06-02T22:00:00Z
2013,6,2,NA,1659,NA,NA,1906,NA,9E,3881,NA,EWR,CVG,NA,569,16,59,2013-06-02T20:00:00Z
